Apple at (6, 0) eaten at step 7
Apple at (771, 228) eaten at step 1000
Apple at (771, 229) eaten at step 1001
Apple at (771, 257) eaten at step 1029
Apple at (771, 260) eaten at step 1032
Apple at (771, 277) eaten at step 1049
Apple at (771, 289) eaten at step 1061
Apple at (771, 331) eaten at step 1103
Apple at (771, 343) eaten at step 1115
Apple at (771, 361) eaten at step 1133
Apple at (771, 364) eaten at step 1136
Apple at (771, 367) eaten at step 1139
Apple at (771, 376) eaten at step 1148
Apple at (771, 380) eaten at step 1152
Apple at (771, 381) eaten at step 1153
Apple at (771, 423) eaten at step 1195
Apple at (771, 427) eaten at step 1199
Apple at (771, 433) eaten at step 1205
Apple at (771, 435) eaten at step 1207
Apple at (771, 446) eaten at step 1218
Apple at (771, 448) eaten at step 1220
Apple at (771, 482) eaten at step 1254
Apple at (771, 484) eaten at step 1256
Apple at (771, 485) eaten at step 1257
Apple at (771, 509) eaten at step 1281
Apple at (771, 512) eaten at step 1284
Apple at (771, 533) eaten at step 1305
Apple at (771, 583) eaten at step 1355
Apple at (771, 587) eaten at step 1359
Apple at (771, 613) eaten at step 1385
Apple at (771, 615) eaten at step 1387
Apple at (771, 620) eaten at step 1392
Apple at (771, 661) eaten at step 1433
Apple at (771, 678) eaten at step 1450
Apple at (771, 736) eaten at step 1508
Apple at (771, 769) eaten at step 1541
Apple at (771, 783) eaten at step 1555
Apple at (771, 784) eaten at step 1556
Apple at (758, 809) eaten at step 1594
Apple at (747, 809) eaten at step 1605
Apple at (725, 809) eaten at step 1627
Apple at (699, 809) eaten at step 1653
Apple at (695, 809) eaten at step 1657
Apple at (661, 809) eaten at step 1691
Apple at (659, 809) eaten at step 1693
Apple at (658, 809) eaten at step 1694
Apple at (653, 809) eaten at step 1699
Apple at (647, 809) eaten at step 1705
Apple at (642, 809) eaten at step 1710
Apple at (638, 809) eaten at step 1714
Apple at (636, 809) eaten at step 1716
Apple at (633, 809) eaten at step 1719
Apple at (613, 809) eaten at step 1739
Apple at (612, 809) eaten at step 1740
Apple at (600, 809) eaten at step 1752
Apple at (596, 809) eaten at step 1756
Apple at (590, 809) eaten at step 1762
Apple at (578, 809) eaten at step 1774
Apple at (563, 809) eaten at step 1789
Apple at (545, 809) eaten at step 1807
Apple at (523, 809) eaten at step 1829
Apple at (517, 809) eaten at step 1835
Apple at (501, 809) eaten at step 1851
Apple at (487, 809) eaten at step 1865
Apple at (476, 809) eaten at step 1876
Apple at (446, 809) eaten at step 1906
Apple at (441, 809) eaten at step 1911
Apple at (439, 809) eaten at step 1913
Apple at (433, 809) eaten at step 1919
Apple at (432, 809) eaten at step 1920
Apple at (429, 809) eaten at step 1923
Apple at (428, 809) eaten at step 1924
Apple at (416, 809) eaten at step 1936
Apple at (408, 809) eaten at step 1944
Apple at (404, 809) eaten at step 1948
Apple at (394, 809) eaten at step 1958
Apple at (382, 809) eaten at step 1970
Apple at (364, 809) eaten at step 1988
Apple at (359, 809) eaten at step 1993
Apple at (354, 809) eaten at step 1998
Apple at (341, 809) eaten at step 2011
Apple at (334, 809) eaten at step 2018
Apple at (309, 809) eaten at step 2043
Apple at (289, 809) eaten at step 2063
Apple at (287, 809) eaten at step 2065
Apple at (286, 809) eaten at step 2066
Apple at (284, 809) eaten at step 2068
Apple at (269, 809) eaten at step 2083
Apple at (225, 809) eaten at step 2127
Apple at (200, 809) eaten at step 2152
Apple at (170, 809) eaten at step 2182
Apple at (138, 809) eaten at step 2214
Apple at (104, 809) eaten at step 2248
Apple at (98, 809) eaten at step 2254
Apple at (94, 809) eaten at step 2258
Apple at (73, 809) eaten at step 2279
Apple at (70, 809) eaten at step 2282
Apple at (49, 809) eaten at step 2303
Apple at (46, 809) eaten at step 2306
Apple at (43, 809) eaten at step 2309
Apple at (37, 809) eaten at step 2315
Apple at (35, 809) eaten at step 2317
Apple at (0, 808) eaten at step 2353
Apple at (0, 807) eaten at step 2354
Apple at (0, 796) eaten at step 2365
Apple at (0, 794) eaten at step 2367
Apple at (0, 782) eaten at step 2379
Apple at (0, 771) eaten at step 2390
Apple at (0, 754) eaten at step 2407
Apple at (0, 747) eaten at step 2414
Apple at (0, 745) eaten at step 2416
Apple at (0, 739) eaten at step 2422
Apple at (0, 735) eaten at step 2426
Apple at (0, 730) eaten at step 2431
Apple at (0, 674) eaten at step 2487
Apple at (0, 651) eaten at step 2510
Apple at (0, 595) eaten at step 2566
Apple at (0, 587) eaten at step 2574
Apple at (0, 583) eaten at step 2578
Apple at (0, 579) eaten at step 2582
Apple at (0, 562) eaten at step 2599
Apple at (0, 515) eaten at step 2646
Apple at (0, 505) eaten at step 2656
Apple at (0, 465) eaten at step 2696
Apple at (0, 460) eaten at step 2701
Apple at (0, 458) eaten at step 2703
Apple at (0, 453) eaten at step 2708
Apple at (0, 444) eaten at step 2717
Apple at (0, 443) eaten at step 2718
Apple at (0, 420) eaten at step 2741
Apple at (0, 400) eaten at step 2761
Apple at (0, 398) eaten at step 2763
Apple at (0, 392) eaten at step 2769
Apple at (0, 372) eaten at step 2789
Apple at (0, 368) eaten at step 2793
Apple at (0, 351) eaten at step 2810
Apple at (0, 344) eaten at step 2817
Apple at (0, 328) eaten at step 2833
Apple at (0, 316) eaten at step 2845
Apple at (0, 302) eaten at step 2859
Apple at (0, 284) eaten at step 2877
Apple at (0, 282) eaten at step 2879
Apple at (0, 260) eaten at step 2901
Apple at (0, 257) eaten at step 2904
Apple at (0, 254) eaten at step 2907
Apple at (0, 251) eaten at step 2910
Apple at (0, 239) eaten at step 2922
Apple at (0, 190) eaten at step 2971
Apple at (0, 178) eaten at step 2983
Apple at (0, 175) eaten at step 2986
Apple at (0, 165) eaten at step 2996
Apple at (0, 124) eaten at step 3037
Apple at (0, 114) eaten at step 3047
Apple at (0, 113) eaten at step 3048
Apple at (0, 112) eaten at step 3049
Apple at (0, 111) eaten at step 3050
Apple at (0, 106) eaten at step 3055
Apple at (0, 101) eaten at step 3060
Apple at (0, 95) eaten at step 3066
Apple at (0, 74) eaten at step 3087
Apple at (0, 60) eaten at step 3101
Apple at (0, 52) eaten at step 3109
Apple at (0, 34) eaten at step 3127
Apple at (0, 32) eaten at step 3129
Apple at (0, 9) eaten at step 3152
Apple at (4, 1) eaten at step 3164
Apple at (17, 1) eaten at step 3177
Apple at (20, 1) eaten at step 3180
Apple at (21, 1) eaten at step 3181
Apple at (22, 1) eaten at step 3182
Apple at (23, 1) eaten at step 3183
Apple at (31, 1) eaten at step 3191
Apple at (40, 1) eaten at step 3200
Apple at (62, 1) eaten at step 3222
Apple at (75, 1) eaten at step 3235
Apple at (83, 1) eaten at step 3243
Apple at (85, 1) eaten at step 3245
Apple at (125, 1) eaten at step 3285
Apple at (130, 1) eaten at step 3290
Apple at (147, 1) eaten at step 3307
Apple at (155, 1) eaten at step 3315
Apple at (157, 1) eaten at step 3317
Apple at (174, 1) eaten at step 3334
Apple at (175, 1) eaten at step 3335
Apple at (181, 1) eaten at step 3341
Apple at (226, 1) eaten at step 3386
Apple at (230, 1) eaten at step 3390
Apple at (242, 1) eaten at step 3402
Apple at (268, 1) eaten at step 3428
Apple at (271, 1) eaten at step 3431
Apple at (293, 1) eaten at step 3453
Apple at (296, 1) eaten at step 3456
Apple at (304, 1) eaten at step 3464
Apple at (316, 1) eaten at step 3476
Apple at (336, 1) eaten at step 3496
Apple at (356, 1) eaten at step 3516
Apple at (387, 1) eaten at step 3547
Apple at (397, 1) eaten at step 3557
Apple at (432, 1) eaten at step 3592
Apple at (442, 1) eaten at step 3602
Apple at (486, 1) eaten at step 3646
Apple at (492, 1) eaten at step 3652
Apple at (497, 1) eaten at step 3657
Apple at (498, 1) eaten at step 3658
Apple at (509, 1) eaten at step 3669
Apple at (513, 1) eaten at step 3673
Apple at (528, 1) eaten at step 3688
Apple at (533, 1) eaten at step 3693
Apple at (536, 1) eaten at step 3696
Apple at (541, 1) eaten at step 3701
Apple at (562, 1) eaten at step 3722
Apple at (575, 1) eaten at step 3735
Apple at (587, 1) eaten at step 3747
Apple at (599, 1) eaten at step 3759
Apple at (600, 1) eaten at step 3760
Apple at (601, 1) eaten at step 3761
Apple at (626, 1) eaten at step 3786
Apple at (635, 1) eaten at step 3795
Apple at (641, 1) eaten at step 3801
Apple at (647, 1) eaten at step 3807
Apple at (662, 1) eaten at step 3822
Apple at (664, 1) eaten at step 3824
Apple at (672, 1) eaten at step 3832
Apple at (675, 1) eaten at step 3835
Apple at (681, 1) eaten at step 3841
Apple at (696, 1) eaten at step 3856
Apple at (717, 1) eaten at step 3877
Apple at (755, 1) eaten at step 3915
Apple at (763, 1) eaten at step 3923
Apple at (770, 22) eaten at step 3951
Apple at (770, 29) eaten at step 3958
Apple at (770, 69) eaten at step 3998
Apple at (770, 70) eaten at step 3999
Apple at (770, 83) eaten at step 4012
Apple at (770, 117) eaten at step 4046
Apple at (770, 122) eaten at step 4051
Apple at (770, 125) eaten at step 4054
Apple at (770, 133) eaten at step 4062
Apple at (770, 135) eaten at step 4064
Apple at (770, 137) eaten at step 4066
Apple at (770, 145) eaten at step 4074
Apple at (770, 151) eaten at step 4080
Apple at (770, 158) eaten at step 4087
Apple at (770, 162) eaten at step 4091
Apple at (770, 174) eaten at step 4103
Apple at (770, 181) eaten at step 4110
Apple at (770, 188) eaten at step 4117
Apple at (770, 197) eaten at step 4126
Apple at (770, 212) eaten at step 4141
Apple at (770, 214) eaten at step 4143
Apple at (770, 229) eaten at step 4158
Apple at (770, 240) eaten at step 4169
Apple at (770, 242) eaten at step 4171
Apple at (770, 284) eaten at step 4213
Apple at (770, 295) eaten at step 4224
Apple at (770, 329) eaten at step 4258
Apple at (770, 338) eaten at step 4267
Apple at (770, 350) eaten at step 4279
Apple at (770, 354) eaten at step 4283
Apple at (770, 375) eaten at step 4304
Apple at (770, 378) eaten at step 4307
Apple at (770, 388) eaten at step 4317
Apple at (770, 405) eaten at step 4334
Apple at (770, 437) eaten at step 4366
Apple at (770, 442) eaten at step 4371
Apple at (770, 488) eaten at step 4417
Apple at (770, 500) eaten at step 4429
Apple at (770, 510) eaten at step 4439
Apple at (770, 518) eaten at step 4447
Apple at (770, 529) eaten at step 4458
Apple at (770, 533) eaten at step 4462
Apple at (770, 540) eaten at step 4469
Apple at (770, 587) eaten at step 4516
Apple at (770, 599) eaten at step 4528
Apple at (770, 603) eaten at step 4532
Apple at (770, 610) eaten at step 4539
Apple at (770, 612) eaten at step 4541
Apple at (770, 629) eaten at step 4558
Apple at (770, 631) eaten at step 4560
Apple at (770, 639) eaten at step 4568
Apple at (770, 646) eaten at step 4575
Apple at (770, 665) eaten at step 4594
Apple at (770, 671) eaten at step 4600
Apple at (770, 681) eaten at step 4610
Apple at (770, 705) eaten at step 4634
Apple at (770, 706) eaten at step 4635
Apple at (770, 715) eaten at step 4644
Apple at (770, 719) eaten at step 4648
Apple at (770, 740) eaten at step 4669
Apple at (770, 744) eaten at step 4673
Apple at (770, 754) eaten at step 4683
Apple at (770, 763) eaten at step 4692
Apple at (770, 773) eaten at step 4702
Apple at (770, 775) eaten at step 4704
Apple at (770, 776) eaten at step 4705
Apple at (770, 790) eaten at step 4719
Apple at (770, 794) eaten at step 4723
Apple at (770, 800) eaten at step 4729
Apple at (757, 808) eaten at step 4750
Apple at (748, 808) eaten at step 4759
Apple at (740, 808) eaten at step 4767
Apple at (730, 808) eaten at step 4777
Apple at (717, 808) eaten at step 4790
Apple at (705, 808) eaten at step 4802
Apple at (695, 808) eaten at step 4812
Apple at (690, 808) eaten at step 4817
Apple at (686, 808) eaten at step 4821
Apple at (685, 808) eaten at step 4822
Apple at (669, 808) eaten at step 4838
Apple at (663, 808) eaten at step 4844
Apple at (654, 808) eaten at step 4853
Apple at (628, 808) eaten at step 4879
Apple at (615, 808) eaten at step 4892
Apple at (612, 808) eaten at step 4895
Apple at (611, 808) eaten at step 4896
Apple at (609, 808) eaten at step 4898
Apple at (594, 808) eaten at step 4913
Apple at (587, 808) eaten at step 4920
Apple at (577, 808) eaten at step 4930
Apple at (575, 808) eaten at step 4932
Apple at (571, 808) eaten at step 4936
Apple at (565, 808) eaten at step 4942
Apple at (547, 808) eaten at step 4960
Apple at (541, 808) eaten at step 4966
Apple at (529, 808) eaten at step 4978
Apple at (508, 808) eaten at step 4999
Apple at (499, 808) eaten at step 5008
Apple at (496, 808) eaten at step 5011
Apple at (495, 808) eaten at step 5012
Apple at (451, 808) eaten at step 5056
Apple at (450, 808) eaten at step 5057
Apple at (437, 808) eaten at step 5070
Apple at (400, 808) eaten at step 5107
Apple at (392, 808) eaten at step 5115
Apple at (386, 808) eaten at step 5121
Apple at (361, 808) eaten at step 5146
Apple at (329, 808) eaten at step 5178
Apple at (315, 808) eaten at step 5192
Apple at (305, 808) eaten at step 5202
Apple at (304, 808) eaten at step 5203
Apple at (294, 808) eaten at step 5213
Apple at (292, 808) eaten at step 5215
Apple at (282, 808) eaten at step 5225
Apple at (263, 808) eaten at step 5244
Apple at (260, 808) eaten at step 5247
Apple at (258, 808) eaten at step 5249
Apple at (243, 808) eaten at step 5264
Apple at (201, 808) eaten at step 5306
Apple at (195, 808) eaten at step 5312
Apple at (174, 808) eaten at step 5333
Apple at (169, 808) eaten at step 5338
Apple at (148, 808) eaten at step 5359
Apple at (125, 808) eaten at step 5382
Apple at (122, 808) eaten at step 5385
Apple at (116, 808) eaten at step 5391
Apple at (108, 808) eaten at step 5399
Apple at (107, 808) eaten at step 5400
Apple at (103, 808) eaten at step 5404
Apple at (66, 808) eaten at step 5441
Apple at (64, 808) eaten at step 5443
Apple at (56, 808) eaten at step 5451
Apple at (45, 808) eaten at step 5462
Apple at (6, 808) eaten at step 5501
Apple at (1, 790) eaten at step 5524
Apple at (1, 778) eaten at step 5536
Apple at (1, 772) eaten at step 5542
Apple at (1, 757) eaten at step 5557
Apple at (1, 736) eaten at step 5578
Apple at (1, 733) eaten at step 5581
Apple at (1, 703) eaten at step 5611
Apple at (1, 680) eaten at step 5634
Apple at (1, 665) eaten at step 5649
Apple at (1, 650) eaten at step 5664
Apple at (1, 638) eaten at step 5676
Apple at (1, 625) eaten at step 5689
Apple at (1, 609) eaten at step 5705
Apple at (1, 600) eaten at step 5714
Apple at (1, 582) eaten at step 5732
Apple at (1, 566) eaten at step 5748
Apple at (1, 541) eaten at step 5773
Apple at (1, 521) eaten at step 5793
Apple at (1, 502) eaten at step 5812
Apple at (1, 485) eaten at step 5829
Apple at (1, 453) eaten at step 5861
Apple at (1, 410) eaten at step 5904
Apple at (1, 388) eaten at step 5926
Apple at (1, 371) eaten at step 5943
Apple at (1, 367) eaten at step 5947
Apple at (1, 358) eaten at step 5956
Apple at (1, 347) eaten at step 5967
Apple at (1, 335) eaten at step 5979
Apple at (1, 330) eaten at step 5984
Apple at (1, 322) eaten at step 5992
Apple at (1, 306) eaten at step 6008
Apple at (1, 285) eaten at step 6029
Apple at (1, 281) eaten at step 6033
Apple at (1, 260) eaten at step 6054
Apple at (1, 257) eaten at step 6057
Apple at (1, 242) eaten at step 6072
Apple at (1, 233) eaten at step 6081
Apple at (1, 223) eaten at step 6091
Apple at (1, 193) eaten at step 6121
Apple at (1, 149) eaten at step 6165
Apple at (1, 145) eaten at step 6169
Apple at (1, 133) eaten at step 6181
Apple at (1, 107) eaten at step 6207
Apple at (1, 82) eaten at step 6232
Apple at (1, 81) eaten at step 6233
Apple at (1, 76) eaten at step 6238
Apple at (1, 43) eaten at step 6271
Apple at (1, 28) eaten at step 6286
Apple at (1, 17) eaten at step 6297
Apple at (4, 2) eaten at step 6315
Apple at (53, 2) eaten at step 6364
Apple at (59, 2) eaten at step 6370
Apple at (65, 2) eaten at step 6376
Apple at (67, 2) eaten at step 6378
Apple at (78, 2) eaten at step 6389
Apple at (79, 2) eaten at step 6390
Apple at (125, 2) eaten at step 6436
Apple at (134, 2) eaten at step 6445
Apple at (139, 2) eaten at step 6450
Apple at (146, 2) eaten at step 6457
Apple at (163, 2) eaten at step 6474
Apple at (217, 2) eaten at step 6528
Apple at (232, 2) eaten at step 6543
Apple at (255, 2) eaten at step 6566
Apple at (265, 2) eaten at step 6576
Apple at (276, 2) eaten at step 6587
Apple at (319, 2) eaten at step 6630
Apple at (329, 2) eaten at step 6640
Apple at (335, 2) eaten at step 6646
Apple at (339, 2) eaten at step 6650
Apple at (350, 2) eaten at step 6661
Apple at (366, 2) eaten at step 6677
Apple at (368, 2) eaten at step 6679
Apple at (371, 2) eaten at step 6682
Apple at (373, 2) eaten at step 6684
Apple at (400, 2) eaten at step 6711
Apple at (408, 2) eaten at step 6719
Apple at (412, 2) eaten at step 6723
Apple at (417, 2) eaten at step 6728
Apple at (442, 2) eaten at step 6753
Apple at (449, 2) eaten at step 6760
Apple at (474, 2) eaten at step 6785
Apple at (476, 2) eaten at step 6787
Apple at (524, 2) eaten at step 6835
Apple at (527, 2) eaten at step 6838
Apple at (536, 2) eaten at step 6847
Apple at (542, 2) eaten at step 6853
Apple at (553, 2) eaten at step 6864
Apple at (580, 2) eaten at step 6891
Apple at (583, 2) eaten at step 6894
Apple at (624, 2) eaten at step 6935
Apple at (636, 2) eaten at step 6947
Apple at (641, 2) eaten at step 6952
Apple at (644, 2) eaten at step 6955
Apple at (650, 2) eaten at step 6961
Apple at (655, 2) eaten at step 6966
Apple at (660, 2) eaten at step 6971
Apple at (662, 2) eaten at step 6973
Apple at (689, 2) eaten at step 7000
Apple at (721, 2) eaten at step 7032
Apple at (757, 2) eaten at step 7068
Apple at (769, 16) eaten at step 7094
Apple at (769, 24) eaten at step 7102
Apple at (769, 27) eaten at step 7105
Apple at (769, 78) eaten at step 7156
Apple at (769, 88) eaten at step 7166
Apple at (769, 99) eaten at step 7177
Apple at (769, 100) eaten at step 7178
Apple at (769, 103) eaten at step 7181
Apple at (769, 111) eaten at step 7189
Apple at (769, 128) eaten at step 7206
Apple at (769, 129) eaten at step 7207
Apple at (769, 139) eaten at step 7217
Apple at (769, 151) eaten at step 7229
Apple at (769, 163) eaten at step 7241
Apple at (769, 179) eaten at step 7257
Apple at (769, 217) eaten at step 7295
Apple at (769, 218) eaten at step 7296
Apple at (769, 222) eaten at step 7300
Apple at (769, 239) eaten at step 7317
Apple at (769, 241) eaten at step 7319
Apple at (769, 244) eaten at step 7322
Apple at (769, 267) eaten at step 7345
Apple at (769, 283) eaten at step 7361
Apple at (769, 290) eaten at step 7368
Apple at (769, 311) eaten at step 7389
Apple at (769, 325) eaten at step 7403
Apple at (769, 367) eaten at step 7445
Apple at (769, 370) eaten at step 7448
Apple at (769, 378) eaten at step 7456
Apple at (769, 384) eaten at step 7462
Apple at (769, 403) eaten at step 7481
Apple at (769, 408) eaten at step 7486
Apple at (769, 421) eaten at step 7499
Apple at (769, 423) eaten at step 7501
Apple at (769, 439) eaten at step 7517
Apple at (769, 460) eaten at step 7538
Apple at (769, 488) eaten at step 7566
Apple at (769, 504) eaten at step 7582
Apple at (769, 517) eaten at step 7595
Apple at (769, 521) eaten at step 7599
Apple at (769, 522) eaten at step 7600
Apple at (769, 553) eaten at step 7631
Apple at (769, 554) eaten at step 7632
Apple at (769, 558) eaten at step 7636
Apple at (769, 588) eaten at step 7666
Apple at (769, 616) eaten at step 7694
Apple at (769, 632) eaten at step 7710
Apple at (769, 639) eaten at step 7717
Apple at (769, 645) eaten at step 7723
Apple at (769, 656) eaten at step 7734
Apple at (769, 670) eaten at step 7748
Apple at (769, 675) eaten at step 7753
Apple at (769, 681) eaten at step 7759
Apple at (769, 696) eaten at step 7774
Apple at (769, 761) eaten at step 7839
Apple at (769, 768) eaten at step 7846
Apple at (769, 778) eaten at step 7856
Apple at (769, 780) eaten at step 7858
Apple at (758, 807) eaten at step 7896
Apple at (755, 807) eaten at step 7899
Apple at (747, 807) eaten at step 7907
Apple at (733, 807) eaten at step 7921
Apple at (718, 807) eaten at step 7936
Apple at (694, 807) eaten at step 7960
Apple at (689, 807) eaten at step 7965
Apple at (677, 807) eaten at step 7977
Apple at (667, 807) eaten at step 7987
Apple at (651, 807) eaten at step 8003
Apple at (637, 807) eaten at step 8017
Apple at (634, 807) eaten at step 8020
Apple at (625, 807) eaten at step 8029
Apple at (608, 807) eaten at step 8046
Apple at (605, 807) eaten at step 8049
Apple at (602, 807) eaten at step 8052
Apple at (580, 807) eaten at step 8074
Apple at (570, 807) eaten at step 8084
Apple at (537, 807) eaten at step 8117
Apple at (536, 807) eaten at step 8118
Apple at (517, 807) eaten at step 8137
Apple at (512, 807) eaten at step 8142
Apple at (496, 807) eaten at step 8158
Apple at (479, 807) eaten at step 8175
Apple at (471, 807) eaten at step 8183
Apple at (467, 807) eaten at step 8187
Apple at (461, 807) eaten at step 8193
Apple at (430, 807) eaten at step 8224
Apple at (425, 807) eaten at step 8229
Apple at (413, 807) eaten at step 8241
Apple at (399, 807) eaten at step 8255
Apple at (396, 807) eaten at step 8258
Apple at (376, 807) eaten at step 8278
Apple at (369, 807) eaten at step 8285
Apple at (339, 807) eaten at step 8315
Apple at (331, 807) eaten at step 8323
Apple at (319, 807) eaten at step 8335
Apple at (313, 807) eaten at step 8341
Apple at (285, 807) eaten at step 8369
Apple at (281, 807) eaten at step 8373
Apple at (273, 807) eaten at step 8381
Apple at (269, 807) eaten at step 8385
Apple at (245, 807) eaten at step 8409
Apple at (242, 807) eaten at step 8412
Apple at (227, 807) eaten at step 8427
Apple at (226, 807) eaten at step 8428
Apple at (213, 807) eaten at step 8441
Apple at (207, 807) eaten at step 8447
Apple at (200, 807) eaten at step 8454
Apple at (198, 807) eaten at step 8456
Apple at (181, 807) eaten at step 8473
Apple at (176, 807) eaten at step 8478
Apple at (175, 807) eaten at step 8479
Apple at (113, 807) eaten at step 8541
Apple at (109, 807) eaten at step 8545
Apple at (99, 807) eaten at step 8555
Apple at (93, 807) eaten at step 8561
Apple at (58, 807) eaten at step 8596
Apple at (56, 807) eaten at step 8598
Apple at (45, 807) eaten at step 8609
Apple at (42, 807) eaten at step 8612
Apple at (38, 807) eaten at step 8616
Apple at (9, 807) eaten at step 8645
Apple at (2, 807) eaten at step 8652
Apple at (2, 782) eaten at step 8677
Apple at (2, 771) eaten at step 8688
Apple at (2, 739) eaten at step 8720
Apple at (2, 735) eaten at step 8724
Apple at (2, 731) eaten at step 8728
Apple at (2, 726) eaten at step 8733
Apple at (2, 703) eaten at step 8756
Apple at (2, 697) eaten at step 8762
Apple at (2, 680) eaten at step 8779
Apple at (2, 649) eaten at step 8810
Apple at (2, 617) eaten at step 8842
Apple at (2, 615) eaten at step 8844
Apple at (2, 606) eaten at step 8853
Apple at (2, 593) eaten at step 8866
Apple at (2, 580) eaten at step 8879
Apple at (2, 571) eaten at step 8888
Apple at (2, 535) eaten at step 8924
Apple at (2, 531) eaten at step 8928
Apple at (2, 510) eaten at step 8949
Apple at (2, 497) eaten at step 8962
Apple at (2, 488) eaten at step 8971
Apple at (2, 471) eaten at step 8988
Apple at (2, 435) eaten at step 9024
Apple at (2, 430) eaten at step 9029
Apple at (2, 421) eaten at step 9038
Apple at (2, 414) eaten at step 9045
Apple at (2, 412) eaten at step 9047
Apple at (2, 368) eaten at step 9091
Apple at (2, 360) eaten at step 9099
Apple at (2, 352) eaten at step 9107
Apple at (2, 345) eaten at step 9114
Apple at (2, 338) eaten at step 9121
Apple at (2, 317) eaten at step 9142
Apple at (2, 269) eaten at step 9190
Apple at (2, 264) eaten at step 9195
Apple at (2, 261) eaten at step 9198
Apple at (2, 246) eaten at step 9213
Apple at (2, 235) eaten at step 9224
Apple at (2, 231) eaten at step 9228
Apple at (2, 230) eaten at step 9229
Apple at (2, 199) eaten at step 9260
Apple at (2, 188) eaten at step 9271
Apple at (2, 185) eaten at step 9274
Apple at (2, 167) eaten at step 9292
Apple at (2, 134) eaten at step 9325
Apple at (2, 127) eaten at step 9332
Apple at (2, 121) eaten at step 9338
Apple at (2, 113) eaten at step 9346
Apple at (2, 112) eaten at step 9347
Apple at (2, 107) eaten at step 9352
Apple at (2, 93) eaten at step 9366
Apple at (2, 89) eaten at step 9370
Apple at (2, 76) eaten at step 9383
Apple at (2, 50) eaten at step 9409
Apple at (2, 14) eaten at step 9445
Apple at (2, 13) eaten at step 9446
Apple at (2, 10) eaten at step 9449
Apple at (2, 8) eaten at step 9451
Apple at (4, 3) eaten at step 9458
Apple at (12, 3) eaten at step 9466
Apple at (16, 3) eaten at step 9470
Apple at (35, 3) eaten at step 9489
Apple at (44, 3) eaten at step 9498
Apple at (47, 3) eaten at step 9501
Apple at (48, 3) eaten at step 9502
Apple at (50, 3) eaten at step 9504
Apple at (51, 3) eaten at step 9505
Apple at (61, 3) eaten at step 9515
Apple at (70, 3) eaten at step 9524
Apple at (78, 3) eaten at step 9532
Apple at (84, 3) eaten at step 9538
Apple at (128, 3) eaten at step 9582
Apple at (130, 3) eaten at step 9584
Apple at (141, 3) eaten at step 9595
Apple at (172, 3) eaten at step 9626
Apple at (190, 3) eaten at step 9644
Apple at (195, 3) eaten at step 9649
